ph,Hardness,Solids,Chloramines,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.397371322408986,160.73362081044849,3811.144682411266,3.6055908933162817,493.8283805975998,14.198066309758007,72.50449005295815,1.9530890173180604,1
6.889388559063052,166.82353579104702,5801.249954092455,2.2622677406578995,348.3955271782626,12.773901048738306,61.41188917749494,3.536652752527286,1
7.518150830480554,182.4915372952583,7010.487399436366,3.6956847360845284,409.61207769409833,10.178891109760523,72.44595006064567,4.1857041546629965,1
8.21842388512642,181.6140615610471,7093.961187529484,4.084510287043961,353.7724711294958,8.059189666883277,80.86596058072776,3.718953310665067,1
6.812677300221331,108.66991896128727,6099.869057041513,3.3307479225789605,356.55037725676846,12.09466994084077,70.97720140651408,3.9960476858058165,1
6.812690434440656,121.86524880254632,8245.699864694998,4.501436650046453,369.08278765313605,11.18045615626525,70.81183382407765,2.2432049114305395,1
8.263370252405913,165.4510580162598,4864.759141234811,2.3809686407171418,422.21337716337126,12.685579660083196,55.96016624386489,1.5781893332581562,1
7.6139477833223275,165.41357852736627,6715.241029957413,2.0042762373508665,352.1251378336523,11.905515405045909,56.74198164898104,4.501333651955487,1
6.624420491252038,165.45143058918143,7240.5912634237975,1.5770238008765771,525.5756125573521,13.148658145958006,41.947894564006134,2.6773201611578643,1
7.434048034868772,265.5819447196416,8028.877668117498,4.196835449191346,310.53926977804963,8.394294365318295,104.99153486373879,2.749166983544953,1
6.62926584575003,167.126715320795,8423.22975617778,3.5234925250832463,381.3128355838641,13.952182196902978,45.1227352921743,4.328194141849058,1
6.627416197143795,184.06696920541796,4750.715816324262,2.955532263271636,356.0268941725825,10.592798814077199,56.141896044081854,3.55623000940066,1
7.193569817252827,178.62005290479607,3931.7716585287553,3.2239749010558563,544.6977884353732,16.225782617875797,55.63185468861605,3.4558877720816077,1
5.469375804273762,169.54173753917394,9555.353643797018,2.099608762161299,419.65547765115747,7.932436545731297,87.89848753888883,5.165002344901084,0
5.620065733989573,140.54192266078962,7664.628023959183,4.956601583693461,503.18445394686347,15.207891409495748,64.10100643415944,2.3564817696198572,0
6.550169976607222,172.76907661479802,5503.026926886892,3.103376945580182,251.4439626963028,10.593732350387944,94.95484145347467,3.927840128081237,1
6.189735103732461,126.81524356387285,10102.303951045045,3.0875158356839143,426.7050265869259,8.045745989156655,56.530187515122634,3.0570131248970847,0
7.2513978660762195,142.89544179779972,7231.349268585717,3.5806132991189537,488.9630795623437,8.548342497837035,75.57988324447604,3.268592278863257,1
6.273580739583031,135.43909356512688,9358.594368127653,3.3848073853893705,408.2283989275424,9.038958075417039,53.293058934804854,4.528468426412532,0
5.870157038931767,152.45622418158968,7135.036962820218,3.179107219423305,506.54803750653514,11.27249783920575,112.90298255546776,3.507835756289624,0
8.172519015137244,219.43975700020525,11121.495849763975,2.3676204356437505,348.2711549899628,11.568506464106498,46.248031619409744,3.538296079049633,1
6.819378959610772,93.98204422224757,10510.68168488641,3.3771746857087965,540.9347440185579,8.278899988184262,76.19641420454055,4.072507337309802,1
7.054022563750339,170.5878057112354,6502.071703041853,4.5056195971800275,629.889812361925,9.926936223217051,82.67553761864197,2.6350472704571146,1
5.860201451029234,101.61852386431045,8943.141901908712,4.0763360369239825,363.7161439560341,16.42681107583559,78.27598194902997,2.1607903326609934,0
6.5644938203798535,135.84204402631698,8290.751899170295,4.2745493013115174,355.4497478599228,15.182629510302135,66.29424682244583,1.9551908059789664,1
7.088738071767893,182.66851790902098,9737.263115064698,2.5910274588550517,545.3384477117701,11.308971009022097,67.40358600533148,1.0336434106239982,1
6.079205138062157,151.9284005728639,5070.153078839791,2.208316143793135,557.9572145730713,10.114010434504602,70.87622943958219,5.056207129940322,0
7.300558414676537,117.66765666212082,8372.102919996878,2.8993704639202815,347.71399728467316,10.360093980154783,67.05995996743023,1.8967916342783169,1
6.519489048064956,128.54088872220095,9116.848973699176,3.0445799298309555,357.98131829041426,11.840553918191251,89.27758233589819,2.778746376414228,1
6.766645000165378,170.38793246804028,3482.5210271537712,3.8753532147767586,371.82153911394926,6.931622304404783,114.21046003182703,2.7231867001110794,1
6.5186347102164826,128.0890010484859,4633.48297466845,1.6460282962281445,265.5549488965723,9.227870387729965,58.85016429984333,3.3074066978091006,1
8.48182254760715,156.49375768745924,2921.535644479799,4.223640255568491,308.1348053515802,4.994247778367232,42.603940408418445,3.8157372125392968,1
6.989202220209653,151.3671551971144,6461.186331110885,2.8735936811368084,299.5859233247932,11.197669367815838,68.23435903297491,3.8604734883597454,1
6.1538312568352795,130.4519895718255,8435.084511591926,2.658495144042064,323.2202434895872,11.941587819108223,121.59418675308638,2.4169225614310617,0
7.658035929682551,214.31832267975977,10004.714104192057,2.190316499791866,396.5315112613219,8.550440613101879,53.926508640605384,2.8328782862135884,1
6.023325080023183,169.01757066954033,7148.189560839551,1.6761146625073844,423.4214732536521,14.721960289870099,102.78233610888135,3.2825799504882998,0
7.167090876003805,89.24572240027179,10257.231091142585,3.6585364671695317,555.0500492814077,6.322703010992976,103.55401628152882,2.751308873816453,1
5.43226390089618,155.59362944308282,4239.797083570217,3.058654373750723,300.1645959261209,5.606875359370539,58.92823516584011,4.607345576019993,0
